#chrom	start	end	name	score	strand	thickStart	thicEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
XIV	614786	616928	YNL009W	.	+	614786	616928	0	1	2142	614780	Q1
XII	717030	718000	YLR290C	.	-	717030	718000	0	1	970	717023	Q1
XI	356278	356658	YKL044W	.	+	356278	356658	0	1	380	356275	Q1
VIII	467194	467993	YHR181W	.	+	467194	467993	0	1	799	467190	Q1
VII	965917	968695	YGR238C	.	-	965917	968695	0	1	2778	965908	Q1
XVI	418318	420057	YPL072W	.	+	418318	420057	0	1	1739	418314	Q1
XI	566020	567218	YKR066C	.	-	566020	567218	0	1	1198	566015	Q1
II	686819	690354	YBR235W	.	+	686819	690354	0	1	3535	686813	Q1
XI	212412	213032	YKL122C	.	-	212412	213032	0	1	620	212410	Q1
X	328035	330179	YJL057C	.	-	328035	330179	0	1	2144	328032	Q1
XIII	494941	496344	YMR113W	.	+	494941	496344	0	1	1403	494937	Q1
VI	114945	115772	YFL010C	.	-	114945	115772	0	1	827	114944	Q1
XIV	76808	78657	YNL295W	.	+	76808	78657	0	1	1849	76801	Q1
XV	373698	375877	YOR022C	.	-	373698	375877	0	1	2179	373695	Q1
XII	881991	884833	YLR382C	.	-	881991	884833	0	1	2842	881983	Q1
XIV	634243	635326	YNR003C	.	-	634243	635326	0	1	1083	634237	Q1
XIII	101806	103953	YML082W	.	+	101806	103953	0	1	2147	101805	Q1
IV	1342405	1344344	YDR440W	.	+	1342405	1344344	0	1	1939	1342404	Q1
VII	350510	352351	YGL084C	.	-	350510	352351	0	1	1841	350507	Q1
X	272737	274809	YJL085W	.	+	272737	274809	0	1	2072	272735	Q1
XIII	173128	174184	YML050W	.	+	173128	174184	0	1	1056	173127	Q1
XI	471543	473456	YKR017C	.	-	471543	473456	0	1	1913	471539	Q1
XII	893627	896380	YLR386W	.	+	893627	896380	0	1	2753	893619	Q1
XVI	773834	775293	YPR120C	.	-	773834	775293	0	1	1459	773827	Q1
IX	268574	270686	YIL046W	.	+	268574	270686	0	1	2112	268572	Q1
IV	1230090	1233274	YDR379W	.	+	1230090	1233274	0	1	3184	1230089	Q1
V	75836	77685	YEL041W	.	+	75836	77685	0	1	1849	75829	Q1
XV	626511	628012	YOR155C	.	-	626511	628012	0	1	1501	626505	Q1
X	135159	136905	YJL152W	.	+	135159	136905	0	1	1746	135158	Q1
XI	640529	642736	YKR101W	.	+	640529	642736	0	1	2207	640523	Q1
IV	66147	67683	YDL218W	.	+	66147	67683	0	1	1536	66141	Q1
I	56906	57415	YAL046C	.	-	56906	57415	0	1	509	56901	Q1
X	352353	353682	YJL046W	.	+	352353	353682	0	1	1329	352350	Q1
XII	713318	714922	YLR288C	.	-	713318	714922	0	1	1604	713311	Q1
XII	681093	682451	YLR270W	.	+	681093	682451	0	1	1358	681087	Q1
III	83529	84097	YCL021W-A	.	+	83529	84097	0	1	568	83521	Q1
VIII	77316	78388	YHL013C	.	-	77316	78388	0	1	1072	77309	Q1
XV	483101	486972	YOR086C	.	-	483101	486972	0	1	3871	483097	Q1
II	742720	744670	YBR270C	.	-	742720	744670	0	1	1950	742713	Q1
VI	104597	106317	YFL016C	.	-	104597	106317	0	1	1720	104596	Q1
IV	1008952	1009877	YDR272W	.	+	1008952	1009877	0	1	925	1008951	Q1
VII	788919	790484	YGR149W	.	+	788919	790484	0	1	1565	788912	Q1
XII	32312	35232	YLL054C	.	-	32312	35232	0	1	2920	32309	Q1
XI	445291	446816	YKR003W	.	+	445291	446816	0	1	1525	445287	Q1
II	515658	517360	YBR139W	.	+	515658	517360	0	1	1702	515653	Q1
IX	60959	62759	YIL150C	.	-	60959	62759	0	1	1800	60953	Q1
II	572243	573786	YBR168W	.	+	572243	573786	0	1	1543	572238	Q1
XII	287897	289331	YLR080W	.	+	287897	289331	0	1	1434	287895	Q1
IV	20556	21443	YDL241W	.	+	20556	21443	0	1	887	20554	Q1
VI	16681	19085	YFL055W	.	+	16681	19085	0	1	2404	16680	Q1
XVI	53420	55759	YPL258C	.	-	53420	55759	0	1	2339	53415	Q1
II	792832	796520	YBR295W	.	+	792832	796520	0	1	3688	792825	Q1
XV	689602	690197	YOR189W	.	+	689602	690197	0	1	595	689596	Q1
III	225537	227816	YCR061W	.	+	225537	227816	0	1	2279	225535	Q1
IV	275054	276654	YDL103C	.	-	275054	276654	0	1	1600	275052	Q1
IV	1501375	1502188	YDR533C	.	-	1501375	1502188	0	1	813	1501374	Q1
XV	193780	194836	YOL073C	.	-	193780	194836	0	1	1056	193779	Q1
VI	196542	199196	YFR022W	.	+	196542	199196	0	1	2654	196541	Q1
II	441495	443699	YBR098W	.	+	441495	443699	0	1	2204	441491	Q1
VI	194717	196421	YFR021W	.	+	194717	196421	0	1	1704	194716	Q1
XIV	381474	382325	YNL129W	.	+	381474	382325	0	1	851	381471	Q1
VI	231944	233673	YFR039C	.	-	231944	233673	0	1	1729	231942	Q1
V	520933	522724	YER168C	.	-	520933	522724	0	1	1791	520928	Q1
X	196210	197228	YJL115W	.	+	196210	197228	0	1	1018	196209	Q1
IX	232944	235495	YIL068C	.	-	232944	235495	0	1	2551	232942	Q1
XIII	584206	586533	YMR163C	.	-	584206	586533	0	1	2327	584201	Q1
XII	161673	164081	YLR006C	.	-	161673	164081	0	1	2408	161672	Q1
XII	564712	566296	YLR212C	.	-	564712	566296	0	1	1584	564707	Q1
X	262673	265095	YJL090C	.	-	262673	265095	0	1	2422	262671	Q1
IV	854146	856158	YDR200C	.	-	854146	856158	0	1	2012	854138	Q1
XV	70290	71048	YOL133W	.	+	70290	71048	0	1	758	70283	Q1
XVI	67672	69115	YPL255W	.	+	67672	69115	0	1	1443	67666	Q1
XII	675585	677747	YLR266C	.	-	675585	677747	0	1	2162	675579	Q1
IV	289457	292193	YDL094C	.	-	289457	292193	0	1	2736	289455	Q1
IV	213174	215786	YDL138W	.	+	213174	215786	0	1	2612	213172	Q1
XVI	544582	548211	YPL006W	.	+	544582	548211	0	1	3629	544577	Q1
VII	918368	919469	YGR213C	.	-	918368	919469	0	1	1101	918359	Q1
IV	61887	65038	YDL220C	.	-	61887	65038	0	1	3151	61881	Q1
IV	65195	66042	YDL219W	.	+	65195	66042	0	1	847	65189	Q1
VII	334838	337677	YGL093W	.	+	334838	337677	0	1	2839	334835	Q1
IV	1063292	1067552	YDR301W	.	+	1063292	1067552	0	1	4260	1063291	Q1
IV	1445792	1447029	YDR498C	.	-	1445792	1447029	0	1	1237	1445791	Q1
XV	466590	467621	YOR074C	.	-	466590	467621	0	1	1031	466586	Q1
XIII	749877	751296	YMR240C	.	-	749877	751296	0	1	1419	749870	Q1
XVI	195185	195664	YPL185W	.	+	195185	195664	0	1	479	195184	Q1
X	274716	278115	YJL084C	.	-	274716	278115	0	1	3399	274714	Q1
VIII	246126	248489	YHR074W	.	+	246126	248489	0	1	2363	246124	Q1
XV	17211	17814	YOL159C	.	-	17211	17814	0	1	603	17210	Q1
V	437021	437849	YER134C	.	-	437021	437849	0	1	828	437017	Q1
VII	542052	543445	YGR028W	.	+	542052	543445	0	1	1393	542047	Q1
X	656176	658698	YJR126C	.	-	656176	658698	0	1	2522	656170	Q1
V	53817	56185	YEL053C	.	-	53817	56185	0	1	2368	53812	Q1
XV	746581	747312	YOR215C	.	-	746581	747312	0	1	731	746574	Q1
VII	232376	234546	YGL144C	.	-	232376	234546	0	1	2170	232374	Q1
XVI	317499	319028	YPL123C	.	-	317499	319028	0	1	1529	317496	Q1
II	499348	501594	YBR132C	.	-	499348	501594	0	1	2246	499344	Q1
IV	141959	144338	YDL176W	.	+	141959	144338	0	1	2379	141958	Q1
IX	100630	102292	YIL131C	.	-	100630	102292	0	1	1662	100629	Q1
VII	234585	235989	YGL143C	.	-	234585	235989	0	1	1404	234583	Q1
XV	690331	692293	YOR190W	.	+	690331	692293	0	1	1962	690325	Q1
IV	678089	679985	YDR111C	.	-	678089	679985	0	1	1896	678083	Q1
IV	1226758	1228375	YDR376W	.	+	1226758	1228375	0	1	1617	1226757	Q1
VI	172314	173927	YFR014C	.	-	172314	173927	0	1	1613	172313	Q1
III	133666	137005	YCR011C	.	-	133666	137005	0	1	3339	133665	Q1
IV	36774	38340	YDL233W	.	+	36774	38340	0	1	1566	36771	Q1
XVI	701989	703973	YPR081C	.	-	701989	703973	0	1	1984	701982	Q1
IV	403549	405003	YDL027C	.	-	403549	405003	0	1	1454	403545	Q1
XVI	179251	181338	YPL194W	.	+	179251	181338	0	1	2087	179250	Q1
VII	157858	159204	YGL181W	.	+	157858	159204	0	1	1346	157857	Q1
X	338196	339398	YJL052W	.	+	338196	339398	0	1	1202	338193	Q1
XI	77037	78679	YKL194C	.	-	77037	78679	0	1	1642	77030	Q1
VIII	402918	406260	YHR154W	.	+	402918	406260	0	1	3342	402914	Q1
IV	1303163	1305407	YDR419W	.	+	1303163	1305407	0	1	2244	1303162	Q1
XIII	637393	640683	YMR189W	.	+	637393	640683	0	1	3290	637387	Q1
IV	184879	188015	YDL149W	.	+	184879	188015	0	1	3136	184878	Q1
XV	263416	265172	YOL033W	.	+	263416	265172	0	1	1756	263414	Q1
XIII	898382	899341	YMR312W	.	+	898382	899341	0	1	959	898374	Q1
VI	210872	213045	YFR029W	.	+	210872	213045	0	1	2173	210870	Q1
XII	849213	849682	YLR361C-A	.	-	849213	849682	0	1	469	849205	Q1
XI	3220	5738	YKL222C	.	-	3220	5738	0	1	2518	3217	Q1
III	152688	154042	YCR019W	.	+	152688	154042	0	1	1354	152687	Q1
IX	345558	347982	YIL005W	.	+	345558	347982	0	1	2424	345555	Q1
IX	383346	384129	YIR017C	.	-	383346	384129	0	1	783	383343	Q1
X	257208	261050	YJL092W	.	+	257208	261050	0	1	3842	257206	Q1
XI	299343	302014	YKL072W	.	+	299343	302014	0	1	2671	299341	Q1
XI	371783	374218	YKL034W	.	+	371783	374218	0	1	2435	371780	Q1
VII	383407	384651	YGL063C-A	.	-	383407	384651	0	1	1244	383404	Q1
I	183670	184662	YAR027W	.	+	183670	184662	0	1	992	183669	Q1
VIII	106031	107597	YHR001W	.	+	106031	107597	0	1	1566	106030	Q1
XIII	324146	325551	YMR026C	.	-	324146	325551	0	1	1405	324143	Q1
IX	39422	40173	YIL161W	.	+	39422	40173	0	1	751	39419	Q1
V	291989	292641	YER067W	.	+	291989	292641	0	1	652	291987	Q1
XVI	561296	563814	YPR003C	.	-	561296	563814	0	1	2518	561291	Q1
IX	385344	386485	YIR018C-A	.	-	385344	386485	0	1	1141	385341	Q1
XV	537341	538654	YOR114W	.	+	537341	538654	0	1	1313	537336	Q1
XVI	319126	320793	YPL122C	.	-	319126	320793	0	1	1667	319123	Q1
VI	244204	245200	YFR047C	.	-	244204	245200	0	1	996	244202	Q1
XII	204947	208552	YLR032W	.	+	204947	208552	0	1	3605	204945	Q1
IV	211253	212097	YDL139C	.	-	211253	212097	0	1	844	211251	Q1
XVI	299741	301349	YPL133C	.	-	299741	301349	0	1	1608	299739	Q1
IX	411981	412810	YIR030C	.	-	411981	412810	0	1	829	411977	Q1
V	13589	14724	YEL072W	.	+	13589	14724	0	1	1135	13588	Q1
XII	831000	833636	YLR352W	.	+	831000	833636	0	1	2636	830992	Q1
II	461106	461881	YBR111C	.	-	461106	461881	0	1	775	461102	Q1
II	504759	505412	YBR135W	.	+	504759	505412	0	1	653	504754	Q1
VII	459837	461516	YGL017W	.	+	459837	461516	0	1	1679	459833	Q1
VII	500114	502621	YGR003W	.	+	500114	502621	0	1	2507	500109	Q1
XV	137972	139074	YOL096C	.	-	137972	139074	0	1	1102	137971	Q1
XII	590413	592381	YLR227C	.	-	590413	592381	0	1	1968	590408	Q1
XV	81547	82996	YOL126C	.	-	81547	82996	0	1	1449	81539	Q1
XVI	487207	488207	YPL033C	.	-	487207	488207	0	1	1000	487203	Q1
XII	151332	154008	YLR001C	.	-	151332	154008	0	1	2676	151331	Q1
VIII	412884	413621	YHR157W	.	+	412884	413621	0	1	737	412880	Q1
II	381955	382838	YBR072W	.	+	381955	382838	0	1	883	381952	Q1
IV	405236	407402	YDL025C	.	-	405236	407402	0	1	2166	405232	Q1
X	109874	111378	YJL164C	.	-	109874	111378	0	1	1504	109873	Q1
II	344508	347308	YBR055C	.	-	344508	347308	0	1	2800	344505	Q1
XVI	475924	479027	YPL040C	.	-	475924	479027	0	1	3103	475920	Q1
II	368225	369720	YBR065C	.	-	368225	369720	0	1	1495	368222	Q1
IV	858136	859305	YDR204W	.	+	858136	859305	0	1	1169	858128	Q1
II	24780	28406	YBL101C	.	-	24780	28406	0	1	3626	24778	Q1
XII	406915	408182	YLR132C	.	-	406915	408182	0	1	1267	406911	Q1
IV	1196627	1198807	YDR362C	.	-	1196627	1198807	0	1	2180	1196626	Q1
XVI	631488	633836	YPR031W	.	+	631488	633836	0	1	2348	631482	Q1
X	113764	115678	YJL162C	.	-	113764	115678	0	1	1914	113763	Q1
XII	374546	377303	YLR114C	.	-	374546	377303	0	1	2757	374543	Q1
XIII	852546	854542	YMR291W	.	+	852546	854542	0	1	1996	852538	Q1
XII	237951	239258	YLR046C	.	-	237951	239258	0	1	1307	237949	Q1
XI	478329	479069	YKR020W	.	+	478329	479069	0	1	740	478325	Q1
XV	844928	845804	YOR280C	.	-	844928	845804	0	1	876	844920	Q1
XII	343910	346011	YLR103C	.	-	343910	346011	0	1	2101	343907	Q1
VII	343286	345259	YGL090W	.	+	343286	345259	0	1	1973	343283	Q1
IX	93590	94899	YIL136W	.	+	93590	94899	0	1	1309	93581	Q1
I	94606	95573	YAL027W	.	+	94606	95573	0	1	967	94597	Q1
V	239883	241714	YER045C	.	-	239883	241714	0	1	1831	239881	Q1
VII	67551	69483	YGL228W	.	+	67551	69483	0	1	1932	67545	Q1
I	54261	55063	YAL047W-A	.	+	54261	55063	0	1	802	54256	Q1
IV	90026	92483	YDL206W	.	+	90026	92483	0	1	2457	90017	Q1
IV	1224735	1225202	YDR374W-A	.	+	1224735	1225202	0	1	467	1224734	Q1
XIV	323754	325203	YNL165W	.	+	323754	325203	0	1	1449	323751	Q1
II	544881	546108	YBR151W	.	+	544881	546108	0	1	1227	544876	Q1
XIV	674853	676129	YNR027W	.	+	674853	676129	0	1	1276	674847	Q1
IV	28918	30482	YDL238C	.	-	28918	30482	0	1	1564	28916	Q1
XII	528226	530525	YLR188W	.	+	528226	530525	0	1	2299	528221	Q1
X	307888	310652	YJL070C	.	-	307888	310652	0	1	2764	307885	Q1
XV	223204	224349	YOL056W	.	+	223204	224349	0	1	1145	223202	Q1
XV	290681	292139	YOL018C	.	-	290681	292139	0	1	1458	290679	Q1
XVI	237639	239105	YPL165C	.	-	237639	239105	0	1	1466	237637	Q1
VII	383459	385163	YGL063W	.	+	383459	385163	0	1	1704	383456	Q1
II	573736	576021	YBR169C	.	-	573736	576021	0	1	2285	573731	Q1
XI	466759	469367	YKR015C	.	-	466759	469367	0	1	2608	466755	Q1
VII	892430	894341	YGR197C	.	-	892430	894341	0	1	1911	892422	Q1
X	667627	669348	YJR131W	.	+	667627	669348	0	1	1721	667621	Q1
V	500519	502929	YER162C	.	-	500519	502929	0	1	2410	500514	Q1
XII	530667	534453	YLR189C	.	-	530667	534453	0	1	3786	530662	Q1
XII	612299	614349	YLR237W	.	+	612299	614349	0	1	2050	612293	Q1
XIII	230954	233317	YML020W	.	+	230954	233317	0	1	2363	230952	Q1
XIII	545894	547472	YMR139W	.	+	545894	547472	0	1	1578	545889	Q1
XIII	790059	793539	YMR261C	.	-	790059	793539	0	1	3480	790052	Q1
VIII	324679	325426	YHR105W	.	+	324679	325426	0	1	747	324676	Q1
XII	395597	398398	YLR127C	.	-	395597	398398	0	1	2801	395594	Q1
IV	424191	425846	YDL017W	.	+	424191	425846	0	1	1655	424187	Q1
XVI	688144	689342	YPR071W	.	+	688144	689342	0	1	1198	688138	Q1
XIII	92213	94404	YML088W	.	+	92213	94404	0	1	2191	92204	Q1
XIV	263632	264553	YNL200C	.	-	263632	264553	0	1	921	263630	Q1
XVI	148506	150298	YPL214C	.	-	148506	150298	0	1	1792	148505	Q1
I	54933	56886	YAL047C	.	-	54933	56886	0	1	1953	54928	Q1
XI	193209	194949	YKL132C	.	-	193209	194949	0	1	1740	193208	Q1
VIII	445703	447721	YHR171W	.	+	445703	447721	0	1	2018	445699	Q1
XI	256743	257927	YKL098W	.	+	256743	257927	0	1	1184	256741	Q1
XVI	661054	664721	YPR049C	.	-	661054	664721	0	1	3667	661048	Q1
XIII	867500	869666	YMR301C	.	-	867500	869666	0	1	2166	867492	Q1
VIII	506271	508800	YHR204W	.	+	506271	508800	0	1	2529	506266	Q1
XII	134116	136386	YLL007C	.	-	134116	136386	0	1	2270	134115	Q1
XIV	227365	228922	YNL223W	.	+	227365	228922	0	1	1557	227363	Q1
XV	433439	436481	YOR058C	.	-	433439	436481	0	1	3042	433435	Q1
II	650297	651388	YBR213W	.	+	650297	651388	0	1	1091	650291	Q1
XII	723944	724729	YLR297W	.	+	723944	724729	0	1	785	723937	Q1
XVI	126437	128088	YPL224C	.	-	126437	128088	0	1	1651	126436	Q1
IX	182019	183128	YIL096C	.	-	182019	183128	0	1	1109	182018	Q1
VI	241981	243136	YFR045W	.	+	241981	243136	0	1	1155	241979	Q1
XIII	775919	777241	YMR253C	.	-	775919	777241	0	1	1322	775912	Q1
XV	213741	216203	YOL060C	.	-	213741	216203	0	1	2462	213739	Q1
XIII	325798	327346	YMR027W	.	+	325798	327346	0	1	1548	325795	Q1
VIII	448252	451233	YHR172W	.	+	448252	451233	0	1	2981	448248	Q1
X	541651	542668	YJR056C	.	-	541651	542668	0	1	1017	541646	Q1
VII	947340	949086	YGR227W	.	+	947340	949086	0	1	1746	947331	Q1
IX	335624	336224	YIL009C-A	.	-	335624	336224	0	1	600	335621	Q1
IV	77215	77975	YDL213C	.	-	77215	77975	0	1	760	77208	Q1
VII	717299	718689	YGR112W	.	+	717299	718689	0	1	1390	717292	Q1
XIII	492222	493874	YMR111C	.	-	492222	493874	0	1	1652	492218	Q1
XV	762592	766726	YOR227W	.	+	762592	766726	0	1	4134	762585	Q1
I	135853	136756	YAL009W	.	+	135853	136756	0	1	903	135852	Q1
IV	1199006	1201372	YDR363W	.	+	1199006	1201372	0	1	2366	1199005	Q1
XII	425143	426662	YLR142W	.	+	425143	426662	0	1	1519	425139	Q1
III	272238	272900	YCR090C	.	-	272238	272900	0	1	662	272236	Q1
XVI	789893	791200	YPR127W	.	+	789893	791200	0	1	1307	789886	Q1
X	507713	510154	YJR040W	.	+	507713	510154	0	1	2441	507708	Q1
XIII	190104	191929	YML043C	.	-	190104	191929	0	1	1825	190103	Q1
II	246883	248649	YBR006W	.	+	246883	248649	0	1	1766	246881	Q1
IV	1035144	1035581	YDR286C	.	-	1035144	1035581	0	1	437	1035143	Q1
IX	350508	353583	YIL002C	.	-	350508	353583	0	1	3075	350505	Q1
IX	315072	316306	YIL019W	.	+	315072	316306	0	1	1234	315069	Q1
XV	1019880	1023277	YOR363C	.	-	1019880	1023277	0	1	3397	1019879	Q1
VII	202713	203921	YGL159W	.	+	202713	203921	0	1	1208	202711	Q1
XVI	420740	422888	YPL070W	.	+	420740	422888	0	1	2148	420736	Q1
IV	422743	423570	YDL018C	.	-	422743	423570	0	1	827	422739	Q1
IV	411759	413156	YDL022W	.	+	411759	413156	0	1	1397	411755	Q1
XVI	360169	361700	YPL101W	.	+	360169	361700	0	1	1531	360166	Q1
IV	478351	478791	YDR016C	.	-	478351	478791	0	1	440	478347	Q1
XIII	874790	878958	YMR304W	.	+	874790	878958	0	1	4168	874782	Q1
X	423084	424168	YJL006C	.	-	423084	424168	0	1	1084	423080	Q1
V	26641	27283	YEL066W	.	+	26641	27283	0	1	642	26639	Q1
IX	130322	131821	YIL122W	.	+	130322	131821	0	1	1499	130321	Q1
II	764839	767655	YBR281C	.	-	764839	767655	0	1	2816	764832	Q1
IV	673359	675667	YDR109C	.	-	673359	675667	0	1	2308	673353	Q1
II	651335	653191	YBR214W	.	+	651335	653191	0	1	1856	651329	Q1
IV	856316	856931	YDR201W	.	+	856316	856931	0	1	615	856308	Q1
XIII	869971	872691	YMR302C	.	-	869971	872691	0	1	2720	869963	Q1
IV	856861	857984	YDR202C	.	-	856861	857984	0	1	1123	856853	Q1
X	134186	135937	YJL153C	.	-	134186	135937	0	1	1751	134185	Q1
XII	840264	841025	YLR356W	.	+	840264	841025	0	1	761	840256	Q1
VII	238291	241208	YGL141W	.	+	238291	241208	0	1	2917	238289	Q1
XIII	181385	183431	YML046W	.	+	181385	183431	0	1	2046	181384	Q1
XI	120297	122322	YKL174C	.	-	120297	122322	0	1	2025	120296	Q1
X	50020	50452	YJL205C	.	-	50020	50452	0	1	432	50015	Q1
VII	236120	238174	YGL142C	.	-	236120	238174	0	1	2054	236118	Q1
X	727025	728328	YJR155W	.	+	727025	728328	0	1	1303	727018	Q1
V	441211	441839	YER137C	.	-	441211	441839	0	1	628	441207	Q1
IV	1350204	1352398	YDR444W	.	+	1350204	1352398	0	1	2194	1350203	Q1
V	343261	347668	YER093C	.	-	343261	347668	0	1	4407	343258	Q1
XV	451643	453503	YOR067C	.	-	451643	453503	0	1	1860	451639	Q1
VIII	67642	69582	YHL019C	.	-	67642	69582	0	1	1940	67636	Q1
XVI	156386	157671	YPL209C	.	-	156386	157671	0	1	1285	156385	Q1
II	599003	599978	YBR185C	.	-	599003	599978	0	1	975	598998	Q1
IV	1257276	1258067	YDR391C	.	-	1257276	1258067	0	1	791	1257275	Q1
V	308293	311361	YER075C	.	-	308293	311361	0	1	3068	308290	Q1
IX	149093	150019	YIL114C	.	-	149093	150019	0	1	926	149092	Q1
X	397197	398415	YJL023C	.	-	397197	398415	0	1	1218	397194	Q1
VIII	258020	261844	YHR079C	.	-	258020	261844	0	1	3824	258018	Q1
XV	967832	968726	YOR343C	.	-	967832	968726	0	1	894	967823	Q1
XV	1055233	1057794	YOR381W	.	+	1055233	1057794	0	1	2561	1055232	Q1
IX	197858	199426	YIL088C	.	-	197858	199426	0	1	1568	197857	Q1
X	639884	640684	YJR115W	.	+	639884	640684	0	1	800	639878	Q1
XV	1060240	1061102	YOR383C	.	-	1060240	1061102	0	1	862	1060239	Q1
VIII	59013	62595	YHL023C	.	-	59013	62595	0	1	3582	59008	Q1
XV	181659	185310	YOL078W	.	+	181659	185310	0	1	3651	181658	Q1
II	773770	774497	YBR285W	.	+	773770	774497	0	1	727	773763	Q1
XV	14701	15594	YOL159C-A	.	-	14701	15594	0	1	893	14700	Q1
XV	958110	958840	YOR339C	.	-	958110	958840	0	1	730	958101	Q1
XVI	548452	550412	YPL005W	.	+	548452	550412	0	1	1960	548447	Q1
V	552489	553357	YER182W	.	+	552489	553357	0	1	868	552484	Q1
IV	351398	352461	YDL057W	.	+	351398	352461	0	1	1063	351395	Q1
II	454769	457846	YBR108W	.	+	454769	457846	0	1	3077	454765	Q1
VII	991071	993772	YGR250C	.	-	991071	993772	0	1	2701	991062	Q1
V	63372	64244	YEL049W	.	+	63372	64244	0	1	872	63366	Q1
IX	41800	46011	YIL159W	.	+	41800	46011	0	1	4211	41796	Q1
VIII	193817	194858	YHR044C	.	-	193817	194858	0	1	1041	193816	Q1
XIII	814300	815358	YMR274C	.	-	814300	815358	0	1	1058	814292	Q1
XIII	835221	836951	YMR283C	.	-	835221	836951	0	1	1730	835213	Q1
XVI	357861	359425	YPL103C	.	-	357861	359425	0	1	1564	357858	Q1
XII	384621	385443	YLR118C	.	-	384621	385443	0	1	822	384618	Q1
XII	377984	380712	YLR115W	.	+	377984	380712	0	1	2728	377981	Q1
VII	464934	465641	YGL015C	.	-	464934	465641	0	1	707	464930	Q1
IX	37345	39203	YIL162W	.	+	37345	39203	0	1	1858	37342	Q1
II	63673	66934	YBL085W	.	+	63673	66934	0	1	3261	63667	Q1
XVI	698771	700097	YPR079W	.	+	698771	700097	0	1	1326	698765	Q1
XIII	496272	497467	YMR114C	.	-	496272	497467	0	1	1195	496268	Q1
XII	14603	16376	YLL063C	.	-	14603	16376	0	1	1773	14602	Q1
V	210635	211944	YER028C	.	-	210635	211944	0	1	1309	210633	Q1
XII	607142	609570	YLR233C	.	-	607142	609570	0	1	2428	607136	Q1
XVI	933978	935755	YPR198W	.	+	933978	935755	0	1	1777	933969	Q1
XV	636845	638708	YOR161C	.	-	636845	638708	0	1	1863	636839	Q1
V	364584	366645	YER103W	.	+	364584	366645	0	1	2061	364581	Q1
V	316722	318550	YER078C	.	-	316722	318550	0	1	1828	316719	Q1
XVI	565448	566690	YPR005C	.	-	565448	566690	0	1	1242	565443	Q1
XI	526865	530557	YKR050W	.	+	526865	530557	0	1	3692	526860	Q1
XI	17125	18426	YKL218C	.	-	17125	18426	0	1	1301	17124	Q1
IX	40085	41464	YIL160C	.	-	40085	41464	0	1	1379	40081	Q1
XVI	906907	909508	YPR185W	.	+	906907	909508	0	1	2601	906898	Q1
XIII	493978	494607	YMR112C	.	-	493978	494607	0	1	629	493974	Q1
XI	84604	86030	YKL189W	.	+	84604	86030	0	1	1426	84596	Q1
IV	366652	368261	YDL048C	.	-	366652	368261	0	1	1609	366649	Q1
XIII	824661	826380	YMR279C	.	-	824661	826380	0	1	1719	824653	Q1
VIII	83817	85175	YHL009C	.	-	83817	85175	0	1	1358	83809	Q1
XII	616225	617333	YLR239C	.	-	616225	617333	0	1	1108	616219	Q1
IV	974495	976237	YDR259C	.	-	974495	976237	0	1	1742	974486	Q1
X	254600	256816	YJL093C	.	-	254600	256816	0	1	2216	254598	Q1
XV	768315	770017	YOR229W	.	+	768315	770017	0	1	1702	768308	Q1
XII	410679	412537	YLR134W	.	+	410679	412537	0	1	1858	410675	Q1
XIV	495530	498499	YNL068C	.	-	495530	498499	0	1	2969	495526	Q1
IV	1794	3569	YDL248W	.	+	1794	3569	0	1	1775	1793	Q1
IV	1332820	1333981	YDR435C	.	-	1332820	1333981	0	1	1161	1332819	Q1
IV	256512	258618	YDL113C	.	-	256512	258618	0	1	2106	256510	Q1
XIV	37634	38641	YNL320W	.	+	37634	38641	0	1	1007	37631	Q1
XVI	791124	792259	YPR128C	.	-	791124	792259	0	1	1135	791117	Q1
IX	342833	343700	YIL007C	.	-	342833	343700	0	1	867	342830	Q1
IV	950537	952595	YDR244W	.	+	950537	952595	0	1	2058	950528	Q1
XV	334402	337377	YOR005C	.	-	334402	337377	0	1	2975	334399	Q1
VIII	401402	402071	YHR152W	.	+	401402	402071	0	1	669	401398	Q1
XIV	644162	646960	YNR011C	.	-	644162	646960	0	1	2798	644156	Q1
XII	683590	687254	YLR272C	.	-	683590	687254	0	1	3664	683584	Q1
XIV	444666	447006	YNL095C	.	-	444666	447006	0	1	2340	444662	Q1
IV	1159268	1161406	YDR343C	.	-	1159268	1161406	0	1	2138	1159267	Q1
XV	469297	471633	YOR076C	.	-	469297	471633	0	1	2336	469293	Q1
XII	238908	241655	YLR047C	.	-	238908	241655	0	1	2747	238906	Q1
II	497147	499352	YBR131W	.	+	497147	499352	0	1	2205	497143	Q1
VII	366557	368513	YGL075C	.	-	366557	368513	0	1	1956	366554	Q1
I	42169	42797	YAL055W	.	+	42169	42797	0	1	628	42165	Q1
XIII	151791	153180	YML060W	.	+	151791	153180	0	1	1389	151790	Q1
IX	325928	328098	YIL014W	.	+	325928	328098	0	1	2170	325925	Q1
IV	1023318	1024762	YDR282C	.	-	1023318	1024762	0	1	1444	1023317	Q1
XIII	169070	169837	YML053C	.	-	169070	169837	0	1	767	169069	Q1
IX	304333	307984	YIL026C	.	-	304333	307984	0	1	3651	304330	Q1
XV	806990	808283	YOR255W	.	+	806990	808283	0	1	1293	806982	Q1
II	278962	280763	YBR020W	.	+	278962	280763	0	1	1801	278960	Q1
